REF_AREA,Reference area,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,34.52566096
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,34.73451327
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,35.00707214
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,45.58823529
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,43.77880184
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,44.15584416
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,43.37349398
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,46.2962963
CAN,Canada,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,46.04810997
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,64.028
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,70.89
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,64.97524752
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,41.32814694
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,43.90733086
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,44.07322667
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,42.9929601
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,42.82307623
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,44.67466161
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,44.9917209
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,70.69975299
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,70.96687906
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,67.41316271
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,67.14678401
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,67.16666667
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,67.64335333
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,48.1709175
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,47.27693739
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,46.10595283
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,45.76025348
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,45.46232782
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,44.61944161
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,45.13021512
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,46.15945559
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,39.15259275
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,43.71217501
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,66.21428571
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,46.29923393
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,68.89105119
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,70.26315789
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,69.64631279
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,70.25744413
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,70.94444444
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,73.13337465
CHL,Chile,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,68.50711835
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,91.33858268
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,87.87267883
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,85.2
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,54.88763448
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,52.32652966
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,52.88368295
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,54.52499052
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,53.18250746
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,51.99291838
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,54.50788748
COL,Colombia,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,86.74046812
